OrgNr,Name,Email,Phone,Lender_Keywords,Keyword_Line_1,Recent_Year_Value,Previous_Year_Value,Keyword_Line_2,Recent_Year_Value,Previous_Year_Value
5561137372,Karl Nilssons Måleri Aktiebolag,info@nilssonsmaleri.se,+4656543100,,,,,,,
5561127431,Z Mekan AB,z-mekan@telia.com,,,,,,,,
5561138230,Allt-Kyl AB,info@alltkyl.se,,,,,,,,
5561138867,Viskans Plåtslageri AB,,+46730332227,,,,,,,
5561139832,Värö Glasmästeri Aktiebolag,,+46340660690,,,,,,,
5561140194,VVS-tjänst i Skellefteå Aktiebolag,,+46706543311,,,,,,,
5561144931,Reklamgren Linnmans Skyltfabrik AB,jonas@reli.se,+4636125550,,,,,,,
5561145441,Tyresö Rör Aktiebolag,info@tyresoror.se,+4687124158,Kreditinstitut,Övriga skulder till kreditinstitut,295416,0,,,
5561145789,Avlopp-Experten i Östergötland AB,info@avloppexperten.se,,,,,,,,
5561146407,Arthur Berglunds Glas Larm Aktiebolag,,+4686500300,,,,,,,
5561149872,Aktiebolaget Franssons Glasmästeri,,+46704946393,,,,,,,
5561150268,Grängesbergs Såg & Entreprenad AB,,,,,,,,,
5561151191,Blomdahl & söner AB,info@blomdahls.se,+4687220404,,,,,,,
5561151977,Hagsätra Glas Aktiebolag,info@hagsatraglas.se,,,,,,,,
5561151993,Sören Johansson Aktiebolag,info@sorenjohansson.se,+4629730034,,,,,,,
5561157156,Idala Markprodukter AB,info@idalamark.se,+4634030293,,,,,,,
5561157255,Pump & Hydraulik 1968 AB,niclas@pumphydraulik.se,+4640467799,,,,,,,
5561161364,Pro Entreprenad AB,ronnie@hallesaker.se,,Kreditinstitut,Övriga skulder till kreditinstitut,385486,642490,Övriga skulder till kreditinstitut,257004,257004
5561166033,SIC Redovisning Aktiebolag,inger@sicredovisning.se,+46855157742,,,,,,,
5561166157,ET Halin El AB,info@halinel.se,,,,,,,,
5561172999,Finntorp Bygg AB,finntorpbygg@gmail.com,,,,,,,,
5561170431,Byggnadsaktiebolaget Calpe,,+4631471112,,,,,,,
5561172098,J-H Plåtslageri Aktiebolag,,,,,,,,,
5561172551,Skogelids Entreprenad Aktiebolag,skogelidsentreprenadab@telia.com,,Kreditinstitut,Övriga skulder till kreditinstitut,2918428,0,Övriga skulder till kreditinstitut,376572,0
5561174235,Gunnar Perssons Grävmaskins Aktiebolag,,,Kreditinstitut,Övriga skulder till kreditinstitut,4864261,5228013,Övriga skulder till kreditinstitut,1606000,1366996
5561175182,Elektra i Lister-Mjällby Aktiebolag,elektra@telia.com,+4645650213,,,,,,,
5561175836,Norrahammars Plåtslageri Aktiebolag,info@norrahammarsplat.se,+463660067,,,,,,,
5561176222,Måleriservice Andreasson och Persson Aktiebolag,maleriservicekalmar@gmail.com,+46703115449,,,,,,,
5561178723,Jones Elservice i Idre AB,info@jonesel.se,+4625320332,Kreditinstitut,Övriga skulder till kreditinstitut,92050009,3058338,Övriga skulder till kreditinstitut,9996,999996
5561180265,Byggnadsfirman Fransson & Karlsson Aktiebolag,hasse@fkbygg.com,+4632060551,,,,,,,
5561181982,Aktiebolaget Sundåsens Rör,info@sundasensror.se,+4666051313,,,,,,,
5561185231,Värme & Kylisolering R Douhan Aktiebolag,,+46857162350,,,,,,,
5561189472,Elaktiebolaget Christian Bergh,info@elbutiken.eu,+46406610206,,,,,,,
5561191221,Depåservice Aktiebolag,henrik.ludicke@depaservice.se,,,,,,,,
5561195024,Byggtjänst Ola Skoglund Aktiebolag,,,,,,,,,
5561199281,Rör & Sanitet i Kinna Aktiebolag,,+4632010615,,,,,,,
5561200493,Källreda Plåt- & Smidesaktiebolag,peter.magnusson@kallreda.se,+46470701210,,,,,,,
5561200675,Bergevall Ramar Aktiebolag,info@bergevallramar.se,+4686434792,,,,,,,
5561200873,Byggelektra JA AB,jockeandreasson72@hotmail.com,,,,,,,,
5561203083,All-Round Låsservice Aktiebolag,butik@allroundlas.com,+46462115566,,,,,,,
5561205369,Hansson & Söner Schakt Aktiebolag,info@hanssonsoner.se,+46702009830,,,,,,,
5561206094,Aktiebolaget Bröderna Falk Byggnadsställningar Eftr.,nm@falks.se,+4636121900,,,,,,,
5561209387,Bålsta Glasmästeri Idéglas AB,info@ideglas.se,+4617150690,,,,,,,
5561213413,Ekengren Förvaltning AB,,+4687670325,,,,,,,
5561213678,Raimos Rörläggnings Aktiebolag,kontoret@raimos.nu,+468841072,,,,,,,
5561213710,Möörks Rör AB,,,,,,,,,
5561217729,Åkes Måleri Aktiebolag,,+4686479261,,,,,,,
5561219295,Hova Elektriska Installations Aktiebolag,info@hovael.se,+4650630031,,,,,,,
5561225599,John-Ivar Olsson Aktiebolag,mariawiderlov@gmail.com,,,,,,,,
5561227413,Väg- och Industribyggnader Aktiebolag,naser_asskaravi@yahoo.com,,Kreditinstitut,Övriga skulder till kreditinstitut,4179037,4207504,Övriga skulder till kreditinstitut,133008,233748
5561229633,Bröderna Perssons Bleck- & Plåtslageri AB,info@bpp.nu,,,,,,,,
5561230607,Aktiebolaget Stenlyft,info@stenlyft.se,,,,,,,,
5561230680,T. Nilssons Anläggnings Aktiebolag,info@tnilssons.se,+4642139887,,,,,,,
5561231530,Multi Game Modul - M G M Aktiebolag,blomqvistmureri.se@gmail.com,+46705878469,,,,,,,
5561232454,Piteå-Montage Aktiebolag,info@piteamontage.se,+46705612965,,,,,,,
5561234138,Vigo Andersson Entreprenadmaskiner Aktiebolag,,+4621333300,Kreditinstitut,Övriga skulder till kreditinstitut,12550590,16733502,Övriga skulder till kreditinstitut,4182908,4183308
5561236265,Jonas Gruvris Gräv Aktiebolag,info@jonasgruvris.se,,Kreditinstitut,Övriga skulder till kreditinstitut,2350,638958,Övriga skulder till kreditinstitut,6608,925434
5561237123,Capass AB,,+46102639090,,,,,,,
5561238402,Ljungs Elektriska Aktiebolag,info@ljungel.se,+4658659200,,,,,,,
5561240663,Medbrants i Halmstad Aktiebolag,magnus@supportsidan.se,,,,,,,,
5561240929,Elektro-Elwab Aktiebolag,kim.johansson@elwab.se,+4632212086,,,,,,,
5561240960,Göran Perssons Byggnads Aktiebolag,,+46702434916,,,,,,,
5561241844,Anders Bengtssons Byggnads Aktiebolag,info@abengtssonsbygg.se,+4634031214,,,,,,,
5561241893,Åke Lindkvist Rör Aktiebolag,lindkvistror@telia.com,+4625015725,,,,,,,
5561246702,Stockholms Kakelugnsmakeri AB,ronny@sk-ab.com,,Kreditinstitut,Övriga skulder till kreditinstitut,443914,0,Övriga skulder till kreditinstitut,176080,0
5561248799,Edvardssons VVS i Örebro Aktiebolag,info@edvardssonsvvs.se,+4619127027,,,,,,,
5561250886,K Design AB,,,,,,,,,
5561251231,(MEDAB) Marine Environment Development AB,medab.karingon@gmail.com,,,,,,,,
5561251876,Gasolspecialisten i Malmö Aktiebolag,info@gasolspecialisten.com,+4640430673,,,,,,,
5561252262,Trealbo Byggnadsaktiebolag,info@brce.se,,,,,,,,
5561254979,Aktiebolaget Kalix Elektriska Affär,,+4692315405,,,,,,,
5561256859,Golvimporten C Jonsson Aktiebolag,badrum@telia.com,+4648621220,,,,,,,
5561261552,WNR Fastigheter AB,info@wnr.se,+46704382047,Kreditinstitut,Övriga skulder till kreditinstitut,2456750,2456750,,,
5561264549,Aktiebolaget Hedmans El-installationer,info@hedmansel.com,+4636128970,,,,,,,
5561266833,C. o L. Jönsson Grus Aktiebolag,,+4641613135,,,,,,,
5561266999,Gustavsbergs Glasmästeri Aktiebolag,mailgg@telia.com,+46857010700,,,,,,,
5561267203,Lindfors Plåtslageri Aktiebolag,lindfors.stockholm@telia.com,+468318625,,,,,,,
5561267658,Torvald Anderson & Söner Aktiebolag,torvald.anderson@telia.com,+4611188350,,,,,,,
5561267831,Staf's Entreprenad Aktiebolag,,+4636140016,,,,,,,
5561269035,Elis Lidén Åkeri Aktiebolag,lidensakeri@gmail.com,+46706761976,,,,,,,
5561271734,Eltjänst i Bollnäs AB,info@eltjanstibollnas.se,+46706864656,,,,,,,
5561274308,Aktiebolaget Langs Elektriska,,+4645180903,,,,,,,
5561275529,Arjeplogs Eltjänst Aktiebolag,arjeplog.eltjanst@telia.com,,,,,,,,
5561279620,Lundkvist Lås & Nycklar Aktiebolag,kontoret@lundkvistlas.se,+4621130963,,,,,,,
5561282194,Aktiebolaget Torshälla El Service,info@torshallaelservice.se,+4616344646,,,,,,,
5561282665,Mälardalens Elektriska Aktiebolag,malardalensel@telia.com,+46706005622,,,,,,,
5561283911,Bogesunds Rör Aktiebolag,lisbeth@bogesundsror.se,+46321340310,,,,,,,
5561290601,Åkeri Aktiebolaget Åke Lundin,lars@lundinsakeri.se,,,,,,,,
5561290965,WEST 2000 Aktiebolag,info@west2000.se,+46542241400,Kreditinstitut,Övriga skulder till kreditinstitut,7397187,7197659,Övriga skulder till kreditinstitut,2607625,4360013
5561290999,Aktiebolaget Låfa Lås & Fastighetsservice,info@lafalas.se,+4631424242,,,,,,,
5561291898,A. Börjesson Bygg Aktiebolag,,+4634040905,,,,,,,
5561292938,Byggnadsställningar väst AB,,,,,,,,,
5561301044,Farsta Glasmästeri Aktiebolag,info@farstaglas.se,+468949090,,,,,,,
5561301598,Lidhults Entreprenad Aktiebolag,,,Kreditinstitut,Övriga skulder till kreditinstitut,75000,645000,Övriga skulder till kreditinstitut,300000,420000
5561302257,Sture Hallgren Byggvaror Aktiebolag,sture.hallgren@telia.com,,,,,,,,
5561303743,Tullinge Elektriska Aktiebolag,,,,,,,,,
5561304923,Arjeplogstältet AB,,,,,,,,,
5561308007,Erbeco Värmeteknik Aktiebolag,,,,,,,,,
5561310193,Driftautomatik D.A.A.B. Aktiebolag,tomas@driftauto.se,+46854134122,,,,,,,
5561310763,Ålunds Måleri & Entreprenad AB,info@alunds.se,+4669130870,Kreditinstitut,Övriga skulder till kreditinstitut,471646,0,Övriga skulder till kreditinstitut,188400,0
5561311159,P.E. Sundins Plåtslageri Aktiebolag,sundinsplatslageri@blixtmail.se,+4645510512,,,,,,,
5561312066,Stamnas AB,,+46706601456,,,,,,,
5561312660,Aktiebolaget Järfälla Låsservice,info@jarfallalasservice.se,+468367795,,,,,,,
5561313171,Isgrens Låsverkstad Aktiebolag,info@isgrens.se,+4641017700,,,,,,,
5561313825,Åkesson & Hattwig Plåtslageri Aktiebolag,,+46850010860,,,,,,,
5561314971,Landenbergs Rör AB,info@landenbergsror.se,+4621141001,,,,,,,
5561318071,Slättelynga Grus AB,akeri@slattelynga.se,,,,,,,,
5561318188,Jämshögs Måleri Aktiebolag,magnus@mbolaget.nu,,,,,,,,
5561320366,Gewerts El AB,gewerts-el@telia.con,+46706724792,,,,,,,
5561322826,Nils Emanuelsson Byggnads Aktiebolag,,,,,,,,,
5561323196,Vellinge Plåt Aktiebolag,vellingeplat@telia.com,+4640421411,,,,,,,
5561323618,Specialreparationer Svensson & Co Aktiebolag,,,,,,,,,
5561324145,Götene Schakt Aktiebolag,gotene.schakt.ab@gmail.com,+46730274348,Kreditinstitut,Övriga skulder till kreditinstitut,454997,0,Övriga skulder till kreditinstitut,140000,0
5561324285,NAO Entreprenad Aktiebolag,helena.ekstrom@lbcwetab.se,,,,,,,,
5561326082,Nilssons Glas och Aluminium AB,post@nilssons-glas.se,+4636377219,,,,,,,
5561329565,Timmersdala Plåtslageri Aktiebolag,,+4651181195,,,,,,,
5561330373,Luntyr AB,hampuz1@hotmail.com,,Kreditinstitut,Övriga skulder till kreditinstitut,4897,314860,Övriga skulder till kreditinstitut,638,62835592
5561331249,Norrköpings Stängsel Aktiebolag,info@nkps.se,,Kreditinstitut,Övriga skulder till kreditinstitut,258828,181332,Övriga skulder till kreditinstitut,837550,642535
5561332460,El-Erik Aktiebolag,elerikab@gmail.com,,,,,,,,
5561333302,SM Bostad AB,,+4612142091,Kreditinstitut,Övriga skulder till kreditinstitut,35408307,35859717,Övriga skulder till kreditinstitut,370628,370628
5561335075,Villstad Bleck & Plåt AB,stefan@vbop.se,+46706696532,,,,,,,
5561335950,Aktiebolaget Bengt Fredin Taktäckning & Isolering,tobbefredin@gmail.com,,,,,,,,
5561336388,Scanlock AB,,,,,,,,,
5561338301,Elektriska Aktiebolaget Nils Brändström,brandstrom.el@gmail.com,+46703749845,,,,,,,
5561342295,TASAB AB,anders@tasabco.se,+46705712306,,,,,,,
5561351965,Hisingens Kylservice Aktiebolag,sos@hisingenskylservice.se,+46520440168,,,,,,,
5561352104,Anders Sjöström Bygg Aktiebolag,anders@sjostrombygg.se,+4693352062,,,,,,,
5561357079,Stefan Jonasson Consulting AB,,,,,,,,,
5561357376,Östanå Byggnadsaktiebolag,lennart.grena@telia.com,+4617650715,,,,,,,
5561360941,Hedenskog Rör AB,,+4617410740,,,,,,,
5561361436,RadioFace.Tech AB,info@svenskalotteri.se,+4686694100,OPR,,,,,,
5561361451,Östlunds Markentreprenad AB,,+46704916443,,,,,,,
5561362624,Alexanderssons Elektriska Aktiebolag,alexanderssons.el@telia.com,+4687785600,,,,,,,
5561365577,Kjell Börjessons Måleri Aktiebolag,,,,,,,,,
5561365783,Elma Fastigheter i Skellefteå AB,roger@lrt.se,,,,,,,,
5561368761,Gemla Elektriska Aktiebolag,,+46708670612,,,,,,,
5561372607,Ängby Glasmästeri & Ramaffär Aktiebolag,info@angbyglas.com,+468370618,,,,,,,
5561373415,Bygg Bengt i Söderhamn Aktiebolag,info@byggbengt.se,,,,,,,,
5561374066,Aktiebolaget Bergentreprenad Engdahl och Magnusson,,,,,,,,,
5561375212,Eltjänst i Eksjö Aktiebolag,,,,,,,,,
5561376202,Gräv och Borr i Sverige AB,,,,,,,,,
5561377341,G. Arvidssons Elbyrå Aktiebolag,info@arvel.se,,,,,,,,
5561378166,Ingvar Hammarlings Åkeri Aktiebolag,info@hammarlings.se,+4618387042,,,,,,,
5561380584,Båstad Rörledningsfirma AB,kristina.andersson@bastadror.se,,,,,,,,
5561381459,Aktiebolaget N.O. Bengtssons Växthusbygge,mats@sol5.se,+4646253316,,,,,,,
5561381558,Golvläggaren i Valbo Aktiebolag,karl@golvlaggaren.com,+46703177596,,,,,,,
5561388959,Aktiebolaget H.L. Byggnadsplåt,hl.byggnadsplat@gmail.com,+46706052713,,,,,,,
5561391540,AMENTUS AB,,+4640176440,,,,,,,
5561393710,Hansson & Hansson Rör Aktiebolag,info@hanssonror.se,+4686003505,,,,,,,
5561393959,Kenth Nilsson Aktiebolag,kenth.nilsson@zeta.telenordia.se,,,,,,,,
5561394825,Bror Lindström Rörlednings Aktiebolag,,+4640412379,,,,,,,
5561395400,Huldasgårdens Förvaltnings Aktiebolag,dan41.friberg@telia.com,+46703781504,,,,,,,
5561395582,SolfilmsOhlsson AB,info@solfilmsohlsson.se,+4654839700,Kreditinstitut,Övriga skulder till kreditinstitut,8359,0,Övriga skulder till kreditinstitut,634068,0
5561397901,El-Montage Börje Nordström Aktiebolag,elmontage@post.utfors.se,,,,,,,,
5561399147,Häradvision Aktiebolag,info@haradvision.se,,,,,,,,
5561400531,Bomhus Glasmästeri Aktiebolag,,+4626192303,Kreditinstitut,Övriga skulder till kreditinstitut,101112,90000,Övriga skulder till kreditinstitut,668590,774571
5561400796,Berts Glas i Stenungsund Aktiebolag,info@bertsglas.se,+46303771166,,,,,,,
5561402586,Meraxil Bygg och Fastighets Aktiebolag,katarina.jensen@aspia.se,,,,,,,,
5561407999,Rönneshytta Rörservice Aktiebolag,boxjon@hotmail.com,+4658340540,,,,,,,
5561408807,Aktiebolaget Liljenbergs Maskinstation,,,,,,,,,
5561413633,Hallors Glasmästeri Eftr. Aktiebolag,info@hallorsglas.se,+4658710255,,,,,,,
5561416982,Mannes Måleri Aktiebolag,,+46706005476,,,,,,,
5561420562,Savklint Byggkonsult AB,,+46707716699,,,,,,,
